200416-9125183-606016066,20210519,200416,9125183,3_images/f2e5bdfc_8d59_4243_8ee4_e028fd3563e5.jpg,"{""meta"":{},""id"":""88eb919f-6f12-486d-9223-cd0c4b581dbf"",""items"":[{""meta"":{""rectStartPointerXY"":[622,2728],""pointRatio"":0.5,""geometry"":[622,2728,745,3368],""type"":""BBOX""},""id"":""e520a291-bbf7-4032-92c6-dc84a1fc864e"",""properties"":{""create_time"":1620610883573,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""ground""}},{""meta"":{""pointRatio"":0.5,""geometry"":[402.87,621.81,909,1472.01],""type"":""BBOX""},""id"":""2c097366-fbb3-4f9d-b5bb-286e70970eba"",""properties"":{""create_time"":1620610907831,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""safebelt""}},{""meta"":{""rectStartPointerXY"":[692,1063],""pointRatio"":0.5,""geometry"":[697.02,1063,1224,1761],""type"":""BBOX""},""id"":""8981c722-79e8-4ae8-a3a3-ae451300d625"",""properties"":{""create_time"":1620610943766,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""offground""}}],""properties"":{""seq"":""1714""},""labels"":{""invalid"":""false""},""timestamp"":1620644812068}"
200416-9125183-606016069,20210519,200416,9125183,3_images/55c732d1_85f5_4e72_b420_f7fbfdcd50d4.jpg,"{""meta"":{},""id"":""f1c0b084-7a74-47d8-8389-ada0ded14c25"",""items"":[{""meta"":{""rectStartPointerXY"":[1212,632],""pointRatio"":0.5,""geometry"":[1221.08,629.3,2759.19,2482],""type"":""BBOX""},""id"":""a2bf914e-480d-4d5f-a6c9-0fc80ec23b9c"",""properties"":{""create_time"":1620611080560,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""safebelt""}},{""meta"":{""rectStartPointerXY"":[474,1199],""pointRatio"":0.5,""geometry"":[491.17,1192.76,1894.19,3707.65],""type"":""BBOX""},""id"":""a1918c51-ef61-418e-b035-ae697f9185ea"",""properties"":{""create_time"":1620611291029,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""offground""}}],""properties"":{""seq"":""1717""},""labels"":{""invalid"":""false""},""timestamp"":1620611326072}"
200416-9125183-606016070,20210519,200416,9125183,3_images/0dbcba6c_d854_4708_b2a7_e963d142e5f4.jpg,"{""meta"":{},""id"":""e34208b0-318c-499d-9d11-f04ff7f53e50"",""items"":[{""meta"":{""rectStartPointerXY"":[820,2184],""pointRatio"":0.5,""geometry"":[820.77,1520.69,1319.66,2710],""type"":""BBOX""},""id"":""aa2a6594-82d9-4659-95f7-ed4d0793ad98"",""properties"":{""create_time"":1620612395183,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""safebelt""}},{""meta"":{""rectStartPointerXY"":[816,1801],""pointRatio"":0.5,""geometry"":[836.09,1733.2,1383,3465],""type"":""BBOX""},""id"":""940de069-f4b9-46a6-abbb-3971272f73cb"",""properties"":{""create_time"":1620612440962,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""offground""}}],""properties"":{""seq"":""1718""},""labels"":{""invalid"":""false""},""timestamp"":1620612494384}"
200416-9125183-606016073,20210519,200416,9125183,3_images/f65bb6bd_de15_4b52_bccf_2017a7c783ce.jpg,"{""meta"":{},""id"":""f896cafa-6ff1-4802-b86d-f3f4515a9f59"",""items"":[{""meta"":{""rectStartPointerXY"":[1651,777],""pointRatio"":0.5,""geometry"":[1651,777,2213,1152],""type"":""BBOX""},""id"":""92155703-205d-4ce4-8c4b-56b9447633f2"",""properties"":{""create_time"":1620611358180,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""safebelt""}},{""meta"":{""pointRatio"":0.5,""geometry"":[1664,637,2213.97,1687.72],""type"":""BBOX""},""id"":""dee34961-7eea-450c-bbc2-663ed41424bf"",""properties"":{""create_time"":1620611379194,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""offground""}},{""meta"":{""pointRatio"":0.5,""geometry"":[2522,1104.41,2661,1249],""type"":""BBOX""},""id"":""22ed900d-b664-42aa-8372-283c46494995"",""properties"":{""create_time"":1620611407864,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""监护袖章(红only)""}},{""meta"":{""pointRatio"":0.5,""geometry"":[2327.47,757.72,2838.11,1968],""type"":""BBOX""},""id"":""a5367ea6-5607-463c-9cae-8f0d2c5d7c87"",""properties"":{""create_time"":1620611421265,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""ground""}}],""properties"":{""seq"":""1721""},""labels"":{""invalid"":""false""},""timestamp"":1620612357087}"
200416-9125183-606016075,20210519,200416,9125183,3_images/0a776549_67e5_4867_bedb_446df714eb8b.jpg,"{""meta"":{},""id"":""8a4c6eb8-c8f5-43a1-bbdb-47bf27ae0bbe"",""items"":[{""meta"":{""rectStartPointerXY"":[477,411],""pointRatio"":0.5,""geometry"":[494.78,417.35,1603,1900.91],""type"":""BBOX""},""id"":""f5151773-709f-45d3-abae-b3140f1a7f20"",""properties"":{""create_time"":1620611484778,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""safebelt""}},{""meta"":{""rectStartPointerXY"":[629,1397],""pointRatio"":0.5,""geometry"":[630.36,1395.91,2304,2262.73],""type"":""BBOX""},""id"":""e64b962b-c4b2-4f0c-b3ed-e73dde243330"",""properties"":{""create_time"":1620611534229,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""offground""}}],""properties"":{""seq"":""1723""},""labels"":{""invalid"":""false""},""timestamp"":1620611559772}"
200416-9125183-606016086,20210519,200416,9125183,3_images/5b94df73_bad5_4b5d_b229_ca7c4adb1cbc.jpg,"{""meta"":{},""id"":""d5f2d41d-6369-4116-9402-9f326d64dd84"",""items"":[{""meta"":{""rectStartPointerXY"":[1501,2],""pointRatio"":0.5,""geometry"":[1500,0,1784,552],""type"":""BBOX""},""id"":""7ef79a3f-73fe-4035-b8ea-4aadd4295e77"",""properties"":{""create_time"":1620612070121,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""safebelt""}},{""meta"":{""rectStartPointerXY"":[1432,233],""pointRatio"":0.5,""geometry"":[1432,233,1782,843],""type"":""BBOX""},""id"":""6fee3799-3ebb-4f3b-b83e-45df207cb229"",""properties"":{""create_time"":1620612092395,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""offground""}}],""properties"":{""seq"":""1734""},""labels"":{""invalid"":""false""},""timestamp"":1620612154413}"
200416-9125183-606016089,20210519,200416,9125183,3_images/21d18e73_6729_4282_9318_130501ebd4e8.jpg,"{""meta"":{},""id"":""9bb59677-5010-4842-963e-f57870339b7c"",""items"":[{""meta"":{""pointRatio"":0.5,""geometry"":[2071,2213.57,3297,4231.75],""type"":""BBOX""},""id"":""9130e40d-c17a-4537-befc-d8ddd95adbc0"",""properties"":{""create_time"":1620612192085,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""safebelt""}},{""meta"":{""rectStartPointerXY"":[1867,1993],""pointRatio"":0.5,""geometry"":[1867,1993,2812,4553.65],""type"":""BBOX""},""id"":""6754056c-79e9-4209-b406-eab080759dff"",""properties"":{""create_time"":1620612247507,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""offground""}}],""properties"":{""seq"":""1737""},""labels"":{""invalid"":""false""},""timestamp"":1620645106875}"
200416-9125182-606016033,20210519,200416,9125182,3_images/91e062a7_6394_4a2f_8fcf_432bb042b191.jpg,"{""meta"":{},""id"":""d6bf34b0-e113-4085-b013-6d11cdf77c2e"",""items"":[{""meta"":{""pointRatio"":0.5,""geometry"":[1434,1553.85,1772.91,1937.24],""type"":""BBOX""},""id"":""011f3bd0-8df0-4a0f-bd65-b3e833a0d63f"",""properties"":{""create_time"":1620610591017,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""safebelt""}},{""meta"":{""rectStartPointerXY"":[1353,1577],""pointRatio"":0.5,""geometry"":[1354.56,1575.44,1680,2284],""type"":""BBOX""},""id"":""33b34988-6544-473e-ab3b-2e3c5fca4bcf"",""properties"":{""create_time"":1620610628301,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""offground""}}],""properties"":{""seq"":""1681""},""labels"":{""invalid"":""false""},""timestamp"":1620610709255}"
200416-9125182-606016038,20210519,200416,9125182,3_images/109d6021_2124_4455_9386_46e4e635844d.jpg,"{""meta"":{},""id"":""a57f2f4b-9c4c-4bf7-b868-cf2be8622220"",""items"":[{""meta"":{""rectStartPointerXY"":[3706,1484],""pointRatio"":0.5,""geometry"":[2087,0,3688.38,1484],""type"":""BBOX""},""id"":""be08a78b-bc05-4d0d-b12d-b17f820ec8d8"",""properties"":{""create_time"":1620610914539,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""safebelt""}},{""meta"":{""rectStartPointerXY"":[1522,168],""pointRatio"":0.5,""geometry"":[1516.13,173.87,3070.84,2494.15],""type"":""BBOX""},""id"":""ec492d8d-6f8d-4778-8b11-b93cc58cde78"",""properties"":{""create_time"":1620610937235,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""offground""}}],""properties"":{""seq"":""1686""},""labels"":{""invalid"":""false""},""timestamp"":1620610969622}"
200416-9125182-606016043,20210519,200416,9125182,3_images/dd329074_f393_402d_9829_563724dd7905.jpg,"{""meta"":{},""id"":""e3a9587f-8b7e-49b2-b896-86b42f68c6cd"",""items"":[{""meta"":{""rectStartPointerXY"":[456,1295],""pointRatio"":0.5,""geometry"":[462.46,1289.7,1168,2457.62],""type"":""BBOX""},""id"":""4d4e9184-e7f0-4490-8a8e-2527e4a7ed8e"",""properties"":{""create_time"":1620611360109,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""safebelt""}},{""meta"":{""rectStartPointerXY"":[1123,3162],""pointRatio"":0.5,""geometry"":[528.82,1294.35,1141.25,3161.71],""type"":""BBOX""},""id"":""26778a24-d423-4d4d-a710-f6805b6ef359"",""properties"":{""create_time"":1620611411023,""accept_meta"":{},""mark_by"":""LABEL"",""is_system_map"":false},""labels"":{""标签"":""offground""}}],""properties"":{""seq"":""1691""},""labels"":{""invalid"":""false""},""timestamp"":1620611466453}"
